customer_id,total_sales,order_count,quantity_sold,gender,age,city,customer_match
445,3159200,5,24,여성,28,수원,both
666,3158600,7,39,여성,43,부산,both
438,3156900,11,43,남성,25,서울,both
374,3148600,9,34,여성,25,서울,both
410,3137100,6,31,남성,35,대전,both
1069,3108100,9,40,여성,34,고양,both
796,3097200,9,40,남성,42,성남,both
585,3033300,10,44,여성,29,서울,both
126,3011600,5,25,남성,38,부산,both
153,3004300,10,37,남성,43,서울,both
933,3003700,7,34,여성,30,울산,both
940,3002500,11,37,여성,36,서울,both
586,2990100,9,31,남성,34,고양,both
530,2959900,9,38,여성,29,용인,both
120,2955400,5,27,여성,47,고양,both
39,2943600,12,34,남성,33,서울,both
379,2930300,6,29,남성,59,서울,both
316,2909600,7,35,남성,35,서울,both
189,2908700,8,28,여성,48,수원,both
164,2898500,8,37,여성,32,부산,both
222,2898200,10,43,남성,36,서울,both
298,2888900,6,31,남성,44,고양,both
670,2865100,9,39,여성,44,서울,both
390,2862400,6,35,남성,36,대구,both
499,2852400,9,40,여성,39,서울,both
216,2839300,10,32,여성,33,광주,both
81,2835300,5,28,남성,46,용인,both
242,2831400,8,30,남성,29,고양,both
926,2826300,9,41,남성,30,대전,both
848,2822100,7,41,남성,30,창원,both
1182,2808000,13,37,여성,36,대구,both
1174,2798100,7,24,남성,28,서울,both
668,2789000,9,35,여성,25,부산,both
1175,2777800,5,22,남성,22,서울,both
492,2777800,7,37,남성,44,대구,both
574,2776900,5,21,남성,43,울산,both
887,2759800,9,34,여성,41,서울,both
736,2742500,9,34,여성,34,대전,both
864,2730700,7,26,여성,39,용인,both
411,2721700,9,38,여성,28,인천,both
495,2703800,4,15,남성,35,부산,both
218,2697100,10,36,여성,26,대구,both
292,2685900,9,25,여성,28,창원,both
1046,2682200,6,35,남성,35,고양,both
653,2681500,9,34,남성,47,서울,both
485,2677700,9,34,여성,39,고양,both
255,2662400,9,39,여성,41,울산,both
504,2659400,10,39,여성,41,서울,both
750,2659400,8,28,여성,38,부산,both
708,2652800,7,31,남성,33,부산,both
435,2647300,7,27,여성,32,서울,both
129,2634800,9,35,여성,37,수원,both
471,2633900,4,29,남성,23,부산,both
1025,2632800,7,24,남성,40,부산,both
389,2618800,7,32,여성,20,고양,both
312,2618200,3,15,남성,41,서울,both
756,2611700,8,26,여성,39,서울,both
702,2603700,6,24,남성,34,서울,both
265,2599300,10,31,남성,42,울산,both
335,2578600,7,33,여성,48,인천,both
283,2576900,5,29,남성,34,광주,both
24,2575400,7,27,여성,18,서울,both
1073,2572600,9,34,남성,36,서울,both
232,2562400,11,40,남성,35,창원,both
681,2558300,6,36,남성,18,광주,both
1038,2557900,7,34,여성,39,대구,both
271,2552800,5,25,여성,41,용인,both
865,2552500,7,34,남성,35,부산,both
829,2540600,8,23,여성,60,서울,both
744,2538600,7,30,남성,41,용인,both
1081,2535900,8,28,남성,31,창원,both
570,2532000,8,43,남성,42,수원,both
689,2519800,7,29,여성,38,서울,both
1064,2511300,6,22,남성,29,광주,both
1079,2476700,9,41,여성,26,서울,both
1167,2476100,7,28,여성,44,서울,both
878,2467800,6,29,여성,43,용인,both
552,2452600,6,25,남성,45,서울,both
1056,2452300,8,32,여성,44,인천,both
468,2447700,8,29,여성,33,서울,both
1160,2445100,8,34,남성,41,서울,both
711,2437900,7,35,여성,31,서울,both
448,2434900,8,38,남성,41,서울,both
338,2434500,9,32,남성,49,인천,both
1135,2434100,8,38,남성,25,서울,both
21,2432700,7,25,여성,32,용인,both
285,2429800,9,37,여성,38,용인,both
213,2425400,6,35,남성,35,부산,both
123,2419400,5,25,여성,30,서울,both
1129,2416600,8,31,남성,44,서울,both
1009,2411700,6,25,남성,43,부산,both
3,2402500,7,24,여성,45,서울,both
608,2400100,11,37,남성,50,서울,both
905,2400100,10,32,여성,30,수원,both
465,2391000,7,26,남성,28,창원,both
176,2388600,7,25,여성,38,용인,both
1102,2382900,7,26,남성,23,대전,both
880,2373300,9,33,남성,32,서울,both
886,2373000,6,27,남성,39,창원,both
167,2372200,8,25,남성,42,울산,both
861,2371800,6,28,여성,31,고양,both
22,2364700,9,37,남성,57,서울,both
1112,2362600,7,25,남성,37,울산,both
130,2359900,7,30,남성,48,인천,both
308,2356600,10,23,여성,42,수원,both
932,2352500,7,32,여성,27,고양,both
1049,2350100,9,47,남성,30,대전,both
665,2348600,6,30,여성,54,서울,both
951,2347400,9,33,남성,27,대전,both
1134,2340700,6,30,여성,41,서울,both
760,2327700,7,23,여성,25,성남,both
365,2326300,5,20,남성,26,서울,both
646,2323900,6,25,여성,47,성남,both
758,2323600,4,26,여성,40,서울,both
793,2317100,6,29,남성,46,대구,both
769,2316200,6,26,여성,50,부산,both
725,2307500,4,23,여성,49,대전,both
215,2305800,7,28,여성,34,인천,both
584,2301200,9,32,여성,30,서울,both
1143,2295100,5,31,여성,37,부산,both
1004,2291700,6,35,남성,35,부산,both
515,2288600,7,32,여성,34,부산,both
682,2286700,7,27,남성,31,부산,both
996,2279900,6,35,남성,48,서울,both
1171,2272500,5,23,여성,29,고양,both
474,2267500,5,23,여성,25,인천,both
913,2266900,4,17,여성,26,대전,both
1170,2264300,7,23,남성,48,대전,both
832,2257500,7,26,남성,44,서울,both
739,2256200,7,24,남성,37,서울,both
634,2244300,6,27,여성,60,서울,both
187,2242200,8,30,남성,34,광주,both
404,2240800,10,29,여성,25,용인,both
376,2227700,15,37,남성,31,서울,both
90,2224300,8,34,남성,42,창원,both
54,2212400,6,23,남성,28,광주,both
582,2212400,6,32,남성,41,수원,both
636,2211400,6,20,남성,42,용인,both
728,2209400,5,25,여성,45,서울,both
830,2207400,2,14,여성,56,서울,both
208,2200800,10,36,남성,38,용인,both
1089,2199900,5,34,여성,39,서울,both
227,2195700,4,25,여성,41,서울,both
221,2191000,10,33,남성,32,서울,both
954,2175600,4,27,남성,18,성남,both
706,2175400,5,23,남성,38,서울,both
944,2168600,6,29,남성,28,고양,both
918,2165700,5,25,여성,46,서울,both
1118,2165500,4,21,남성,27,고양,both
191,2164700,10,34,여성,28,수원,both
299,2159300,10,34,여성,43,서울,both
249,2158600,6,25,남성,49,광주,both
839,2158000,4,20,남성,39,인천,both
406,2154800,6,22,남성,44,대구,both
630,2151800,8,32,여성,44,부산,both
98,2147600,5,23,여성,42,고양,both
912,2145800,10,27,여성,35,서울,both
892,2145200,9,27,여성,36,수원,both
1054,2144500,6,18,여성,32,고양,both
883,2137500,5,27,여성,41,광주,both
367,2136100,6,25,여성,20,부산,both
109,2134600,9,30,남성,18,용인,both
442,2134400,4,32,여성,36,용인,both
974,2132900,6,26,여성,37,대구,both
401,2124600,7,30,남성,42,부산,both
987,2122800,6,19,여성,31,인천,both
982,2116500,4,15,여성,45,서울,both
257,2113000,9,26,남성,31,성남,both
1006,2112300,4,17,남성,63,수원,both
1034,2107300,9,32,여성,46,부산,both
922,2095800,10,29,남성,53,인천,both
324,2090600,7,27,남성,45,서울,both
61,2083500,9,34,남성,39,용인,both
278,2081500,5,31,여성,37,대구,both
738,2076100,5,23,남성,56,부산,both
1161,2071300,5,26,남성,42,광주,both
163,2069800,7,28,남성,30,용인,both
945,2067000,8,28,남성,37,부산,both
414,2061300,6,21,여성,46,서울,both
1147,2056000,8,35,여성,42,서울,both
927,2055800,7,28,남성,34,창원,both
627,2054700,7,26,남성,33,울산,both
132,2052300,6,26,여성,31,부산,both
463,2052000,9,32,여성,32,창원,both
136,2048100,2,14,여성,43,고양,both
526,2042800,6,37,남성,36,성남,both
664,2042400,8,37,남성,26,서울,both
154,2039300,4,25,여성,28,광주,both
1198,2038500,7,33,남성,48,서울,both
52,2027800,3,12,여성,35,서울,both
1023,2013100,7,26,남성,21,서울,both
753,2012100,7,22,여성,33,성남,both
941,2003900,10,30,남성,28,대전,both
734,1992400,7,21,남성,27,서울,both
590,1987800,5,30,여성,38,성남,both
9,1984600,7,26,남성,54,서울,both
345,1971300,6,23,여성,39,수원,both
458,1969400,6,23,여성,43,부산,both
645,1965900,8,28,남성,34,인천,both
573,1962100,6,37,여성,34,고양,both
1197,1951600,4,17,남성,54,인천,both
990,1946900,9,26,여성,28,서울,both
80,1945800,6,29,남성,26,인천,both
879,1945300,7,26,남성,26,서울,both
959,1944400,6,22,여성,44,광주,both
669,1934000,6,22,여성,43,광주,both
313,1933800,7,26,남성,52,부산,both
562,1927800,7,30,남성,25,부산,both
747,1927600,5,19,남성,25,서울,both
919,1924400,3,14,여성,43,성남,both
1194,1919600,5,30,남성,34,울산,both
789,1908000,6,31,여성,42,대전,both
901,1906900,6,24,여성,41,성남,both
8,1901700,7,28,남성,32,수원,both
229,1899400,7,28,여성,29,고양,both
534,1899400,5,29,여성,44,수원,both
178,1893800,6,32,남성,21,부산,both
896,1893400,2,12,여성,29,고양,both
828,1892900,3,17,여성,63,창원,both
362,1892300,6,26,남성,26,부산,both
823,1891900,4,23,남성,34,창원,both
347,1882500,5,20,남성,61,부산,both
329,1881000,4,22,남성,31,수원,both
1106,1878300,4,25,여성,25,인천,both
685,1878100,5,20,여성,37,대전,both
357,1875200,10,29,남성,33,부산,both
707,1871500,6,23,여성,32,성남,both
876,1869200,6,18,남성,29,서울,both
505,1867900,3,22,남성,36,대구,both
1037,1866400,5,16,남성,46,대전,both
267,1865900,8,29,여성,26,용인,both
837,1862400,6,31,남성,37,서울,both
1195,1858100,2,15,여성,28,창원,both
700,1851800,7,38,여성,38,서울,both
1152,1844100,3,21,여성,25,대구,both
356,1836500,5,21,여성,24,울산,both
74,1832500,4,14,여성,37,서울,both
755,1830300,7,22,남성,36,서울,both
158,1830100,5,28,남성,31,서울,both
62,1828600,7,28,여성,33,대구,both
205,1826700,6,20,남성,36,용인,both
851,1824300,5,30,남성,33,창원,both
1111,1822400,7,34,남성,51,대구,both
1166,1821500,9,29,남성,40,성남,both
621,1819300,4,20,여성,53,고양,both
842,1818900,5,25,여성,41,성남,both
358,1816200,6,31,남성,29,고양,both
451,1814700,7,22,여성,38,부산,both
82,1814400,4,20,여성,45,서울,both
602,1803100,4,18,남성,39,성남,both
1125,1794800,5,21,여성,18,서울,both
841,1793900,4,25,여성,25,서울,both
759,1792300,5,28,여성,46,성남,both
408,1790500,5,17,여성,34,서울,both
1178,1790200,8,30,여성,47,인천,both
173,1787500,5,19,여성,34,부산,both
874,1785900,5,32,남성,43,대구,both
391,1780000,7,32,남성,30,서울,both
260,1777200,5,22,남성,42,성남,both
867,1776500,5,25,여성,18,서울,both
521,1776000,7,26,여성,31,서울,both
349,1772500,7,22,여성,51,서울,both
662,1769900,8,24,남성,29,서울,both
60,1761800,8,32,남성,39,창원,both
1086,1757900,5,24,남성,49,고양,both
813,1753600,8,25,남성,30,서울,both
607,1753300,2,12,여성,31,성남,both
484,1747000,6,27,여성,32,창원,both
93,1741000,7,26,남성,19,고양,both
300,1738500,4,30,남성,32,서울,both
977,1734400,10,26,남성,37,성남,both
784,1732700,5,22,여성,44,고양,both
277,1732400,4,24,여성,40,광주,both
415,1729700,9,28,남성,43,서울,both
547,1724000,7,21,여성,40,서울,both
671,1723900,4,23,남성,33,용인,both
1087,1720900,7,31,남성,30,창원,both
32,1719000,7,22,여성,41,서울,both
293,1710000,5,27,남성,29,서울,both
604,1709000,6,29,여성,22,수원,both
722,1707800,7,33,남성,27,용인,both
599,1693500,6,25,여성,25,서울,both
626,1688800,10,36,여성,32,광주,both
639,1684400,9,25,여성,31,서울,both
529,1673800,5,22,남성,34,서울,both
729,1673300,9,24,여성,36,인천,both
5,1667800,5,26,여성,64,서울,both
870,1666300,5,18,남성,35,서울,both
369,1664300,9,31,여성,29,인천,both
253,1663100,5,19,여성,56,서울,both
741,1656000,5,17,여성,38,대구,both
375,1654400,6,20,남성,33,대구,both
110,1647700,6,29,남성,42,서울,both
869,1639500,4,14,여성,33,서울,both
291,1636100,5,29,여성,45,성남,both
327,1633700,5,13,남성,36,성남,both
416,1633400,5,16,여성,48,서울,both
220,1632400,5,26,남성,42,대전,both
256,1631300,5,14,여성,32,서울,both
502,1629000,6,24,여성,35,고양,both
353,1623500,6,25,여성,43,울산,both
814,1623200,7,23,여성,32,창원,both
1094,1620700,6,25,남성,64,서울,both
766,1618800,4,21,남성,53,대구,both
588,1615300,3,14,여성,34,고양,both
957,1614500,6,19,남성,29,창원,both
803,1613800,4,25,남성,35,광주,both
790,1612000,7,29,남성,30,창원,both
620,1611700,6,19,남성,37,부산,both
135,1611500,7,22,여성,25,대전,both
640,1609900,4,16,남성,40,용인,both
597,1605200,3,16,남성,38,수원,both
1168,1600800,5,21,남성,44,부산,both
29,1596900,6,27,남성,44,인천,both
785,1594900,6,24,여성,37,울산,both
1105,1593200,7,21,여성,18,인천,both
726,1592600,9,26,여성,36,서울,both
1035,1584300,6,18,남성,27,성남,both
413,1583100,4,24,여성,37,광주,both
975,1582800,9,28,남성,40,인천,both
264,1572300,5,20,여성,26,서울,both
1008,1567400,2,12,여성,45,서울,both
643,1562800,3,17,남성,41,수원,both
578,1554400,8,29,여성,25,부산,both
1017,1552200,5,20,남성,26,고양,both
1018,1546000,5,27,남성,41,대전,both
383,1539700,4,19,남성,23,고양,both
752,1536600,6,20,남성,48,서울,both
551,1535000,5,17,여성,40,인천,both
13,1533900,4,25,남성,31,부산,both
250,1528000,6,26,남성,20,울산,both
417,1527300,6,24,여성,28,고양,both
172,1526100,4,20,여성,18,성남,both
513,1524700,4,18,여성,47,울산,both
663,1517400,4,18,여성,40,고양,both
1119,1517200,5,18,여성,42,수원,both
1120,1515800,6,17,남성,40,서울,both
742,1512500,4,17,여성,18,성남,both
838,1512100,2,14,여성,21,서울,both
330,1509600,5,28,여성,23,서울,both
632,1505400,4,16,남성,40,용인,both
985,1501900,3,18,여성,33,서울,both
950,1501300,7,21,남성,33,울산,both
1028,1500500,5,13,남성,45,창원,both
718,1494000,8,26,여성,26,대구,both
258,1490900,4,10,여성,34,성남,both
131,1485000,1,5,남성,29,부산,both
749,1483600,3,14,남성,38,대전,both
1044,1480600,6,19,남성,32,부산,both
984,1471400,5,27,남성,20,부산,both
209,1470900,4,16,남성,54,대구,both
424,1470500,6,23,남성,49,고양,both
440,1462400,4,14,남성,37,수원,both
311,1455100,6,24,여성,19,창원,both
493,1450300,4,13,남성,39,대전,both
1136,1448800,4,26,남성,29,창원,both
223,1445000,7,26,여성,54,고양,both
1063,1442100,9,31,여성,38,울산,both
266,1439600,5,15,여성,42,대구,both
723,1435200,8,23,여성,35,용인,both
378,1434000,7,18,남성,40,용인,both
225,1433700,4,21,여성,41,대구,both
917,1432800,3,18,남성,46,성남,both
364,1432700,6,17,여성,28,부산,both
134,1431700,4,15,남성,33,서울,both
262,1428200,3,15,여성,54,수원,both
287,1424600,5,21,남성,18,창원,both
490,1423400,2,12,남성,22,고양,both
511,1421400,3,18,여성,34,대구,both
322,1419200,5,21,여성,35,서울,both
1031,1414200,6,15,여성,39,울산,both
661,1414100,5,21,남성,40,광주,both
966,1410400,8,16,남성,40,창원,both
1090,1408100,7,28,남성,42,대전,both
705,1407800,3,17,여성,39,울산,both
405,1407800,8,24,남성,35,용인,both
452,1405300,5,10,여성,36,용인,both
1186,1401900,6,18,여성,32,서울,both
306,1400900,4,13,남성,24,대구,both
854,1399400,6,18,여성,55,서울,both
428,1396900,6,15,남성,36,고양,both
797,1394000,4,19,여성,21,서울,both
875,1387800,4,13,남성,52,서울,both
188,1387100,6,19,남성,55,고양,both
430,1386000,2,9,여성,44,용인,both
816,1385200,5,13,여성,30,대구,both
268,1382200,6,25,남성,27,서울,both
497,1377300,4,25,여성,40,성남,both
763,1375300,4,13,남성,34,용인,both
774,1369900,6,17,여성,29,용인,both
808,1366300,5,19,여성,61,광주,both
141,1365400,4,20,여성,33,창원,both
818,1362700,4,19,여성,45,인천,both
70,1361500,6,15,여성,35,용인,both
680,1355400,8,17,남성,44,수원,both
748,1353300,6,26,여성,34,창원,both
409,1353200,4,17,여성,39,창원,both
261,1352700,4,15,남성,29,대구,both
798,1350600,3,7,남성,18,용인,both
935,1343000,4,15,남성,31,용인,both
68,1341700,6,12,여성,37,서울,both
384,1340200,7,23,여성,52,고양,both
246,1337700,6,19,남성,43,서울,both
579,1335400,3,10,남성,43,수원,both
1173,1334700,8,21,남성,35,대전,both
348,1333000,2,14,여성,33,고양,both
968,1330400,6,22,남성,18,인천,both
368,1328100,3,24,여성,37,서울,both
525,1326800,3,14,남성,18,부산,both
843,1324600,3,10,남성,34,고양,both
363,1324000,5,27,여성,23,서울,both
118,1318500,6,22,여성,26,부산,both
483,1316300,4,16,여성,18,인천,both
326,1311500,3,15,남성,65,수원,both
779,1307100,7,26,남성,23,서울,both
1014,1305800,8,20,여성,37,수원,both
683,1300500,5,16,여성,37,수원,both
825,1294500,6,20,여성,22,부산,both
1036,1290500,6,24,여성,41,서울,both
354,1287700,8,25,여성,41,서울,both
343,1284800,5,14,여성,40,대구,both
949,1283300,4,16,여성,24,부산,both
119,1281200,7,19,여성,35,수원,both
943,1279700,6,20,남성,37,인천,both
1184,1276100,3,19,여성,23,수원,both
169,1275800,3,20,여성,29,대구,both
1133,1275300,3,11,남성,58,대구,both
263,1274000,5,20,남성,37,울산,both
1072,1272600,5,20,여성,32,서울,both
78,1272500,6,15,남성,40,서울,both
506,1269700,2,16,남성,36,고양,both
891,1267000,2,8,여성,31,인천,both
514,1266500,5,19,남성,44,서울,both
872,1265700,6,21,남성,42,서울,both
897,1264300,5,19,여성,44,용인,both
30,1259600,5,14,남성,53,수원,both
952,1254500,3,20,남성,57,울산,both
564,1253900,4,12,남성,37,서울,both
600,1253500,6,18,남성,36,부산,both
212,1251800,4,11,여성,50,수원,both
1030,1251300,5,15,남성,43,인천,both
1084,1251300,6,17,여성,56,서울,both
303,1251200,4,22,남성,48,서울,both
812,1249400,2,10,남성,25,서울,both
550,1248800,7,19,여성,42,용인,both
45,1248100,4,15,남성,41,수원,both
339,1247100,6,23,남성,28,대구,both
289,1246300,7,23,남성,41,광주,both
453,1246200,5,18,여성,26,성남,both
203,1243400,1,12,남성,31,인천,both
142,1239100,8,23,여성,18,광주,both
659,1236100,3,14,남성,40,부산,both
396,1232200,3,13,여성,28,인천,both
1122,1230300,4,16,남성,22,대구,both
199,1229900,6,20,남성,28,수원,both
122,1228200,5,18,남성,38,고양,both
565,1224700,4,15,여성,26,서울,both
155,1224100,4,16,남성,37,광주,both
4,1218500,8,20,여성,52,서울,both
660,1218300,2,11,남성,20,성남,both
928,1217100,4,16,남성,43,광주,both
953,1211400,4,16,여성,44,서울,both
386,1209700,5,24,남성,27,대구,both
877,1206600,5,27,남성,50,대전,both
904,1205400,4,14,남성,44,서울,both
1061,1202900,3,14,여성,18,수원,both
637,1202700,3,15,여성,21,수원,both
947,1198500,4,21,여성,18,울산,both
479,1191500,4,17,여성,40,고양,both
17,1187900,6,27,남성,37,수원,both
1138,1187100,5,24,남성,26,서울,both
542,1180900,3,15,여성,38,수원,both
703,1179800,4,16,남성,47,광주,both
969,1174400,4,14,여성,38,인천,both
527,1168100,4,13,여성,34,대전,both
691,1166300,6,25,여성,26,서울,both
556,1166000,4,13,남성,26,서울,both
1123,1163300,5,18,남성,19,대구,both
91,1161700,3,11,남성,32,광주,both
185,1158100,4,10,여성,27,인천,both
635,1157900,5,10,남성,26,서울,both
914,1154300,2,11,남성,33,서울,both
566,1150800,5,21,여성,44,창원,both
304,1149800,3,7,여성,57,고양,both
314,1149200,3,11,남성,18,대전,both
727,1148000,3,10,남성,43,용인,both
1048,1146400,2,8,남성,40,서울,both
496,1145800,6,17,여성,31,광주,both
305,1143500,4,14,남성,36,서울,both
978,1143000,3,16,여성,46,창원,both
655,1142400,3,14,여성,28,서울,both
770,1141900,9,22,여성,40,수원,both
576,1141300,3,12,남성,21,창원,both
1097,1138000,1,9,여성,49,광주,both
1088,1129400,2,9,남성,48,서울,both
792,1122000,5,22,여성,25,창원,both
385,1118600,4,15,여성,26,창원,both
282,1115100,5,17,여성,18,용인,both
1013,1114600,2,9,남성,48,부산,both
543,1112300,3,16,여성,34,고양,both
237,1112300,4,15,여성,63,인천,both
679,1110800,6,18,여성,18,서울,both
1124,1109900,3,14,남성,34,용인,both
194,1109600,3,17,남성,24,서울,both
855,1108300,4,12,여성,57,부산,both
1157,1107200,4,13,남성,46,고양,both
929,1104500,4,10,남성,32,부산,both
885,1103800,3,19,여성,46,용인,both
423,1103600,5,20,여성,29,대구,both
320,1099400,7,19,남성,48,용인,both
487,1096000,3,14,남성,35,서울,both
805,1095100,1,12,여성,27,창원,both
433,1094300,6,18,여성,56,서울,both
146,1093000,3,15,여성,35,창원,both
858,1086900,5,17,여성,31,서울,both
510,1086500,4,16,남성,40,서울,both
399,1085300,4,14,여성,35,부산,both
437,1080000,4,17,여성,28,부산,both
781,1078300,3,12,남성,28,고양,both
281,1074300,2,9,여성,56,대전,both
850,1073500,3,18,여성,49,서울,both
856,1071900,5,16,여성,47,용인,both
554,1066000,4,16,남성,18,서울,both
815,1062900,5,15,여성,33,성남,both
226,1062000,4,10,여성,34,성남,both
459,1061700,4,13,여성,22,울산,both
804,1058800,3,11,남성,37,창원,both
387,1056300,3,13,여성,18,인천,both
893,1052500,4,12,여성,42,성남,both
524,1047500,4,15,여성,46,서울,both
633,1044300,5,12,여성,32,서울,both
617,1043200,3,16,여성,30,고양,both
1113,1042100,3,10,남성,45,대전,both
84,1039800,3,24,남성,44,창원,both
156,1039100,4,13,여성,52,광주,both
731,1031900,4,21,여성,35,광주,both
546,1031300,5,13,남성,35,서울,both
43,1026200,5,15,여성,69,부산,both
370,1025400,5,18,남성,28,광주,both
986,1024600,4,14,남성,64,광주,both
426,1018300,4,17,여성,32,대구,both
19,1017500,6,16,여성,26,용인,both
698,1017400,2,8,남성,50,성남,both
162,1017200,3,12,여성,37,고양,both
745,1013700,3,10,여성,24,수원,both
274,1012700,4,13,남성,22,서울,both
128,1009500,6,15,남성,32,용인,both
331,1008100,7,14,여성,19,부산,both
67,1002800,4,13,남성,18,용인,both
601,1002400,3,13,여성,39,성남,both
439,1001800,3,9,남성,55,인천,both
593,1000300,3,11,남성,41,고양,both
1000,999600,4,12,남성,41,서울,both
431,997500,1,5,여성,42,부산,both
693,996800,5,17,여성,39,부산,both
1196,996500,4,11,남성,43,창원,both
359,992700,4,16,남성,29,부산,both
489,991900,5,21,남성,18,대구,both
434,991300,5,14,여성,33,서울,both
319,988700,2,14,남성,33,울산,both
623,987600,1,6,여성,50,용인,both
145,984200,3,12,여성,45,부산,both
1107,984100,5,16,여성,50,서울,both
498,981500,3,12,여성,43,대구,both
1076,981000,7,19,남성,34,광주,both
507,978600,2,15,여성,32,서울,both
1145,977400,3,11,여성,46,수원,both
930,971200,4,19,여성,41,울산,both
1150,965600,3,14,여성,59,부산,both
133,964800,3,13,남성,31,수원,both
575,962500,2,12,여성,49,성남,both
361,962000,4,13,여성,18,부산,both
28,950700,1,8,남성,51,부산,both
202,947300,3,11,여성,18,대구,both
541,945400,5,15,여성,27,대구,both
103,944600,4,11,남성,33,창원,both
10,939800,2,12,남성,46,서울,both
234,939500,2,9,남성,53,서울,both
284,937600,4,19,여성,61,창원,both
650,936700,6,19,여성,43,용인,both
673,936500,3,10,여성,41,울산,both
508,934900,3,9,여성,59,울산,both
1176,932200,2,10,남성,37,고양,both
461,930000,3,18,여성,40,인천,both
79,928600,3,10,남성,37,부산,both
972,928500,4,11,남성,35,인천,both
988,926300,4,10,여성,41,용인,both
824,925700,2,14,여성,56,서울,both
444,924000,4,14,남성,28,서울,both
168,922000,4,12,남성,60,고양,both
280,921900,2,14,남성,38,용인,both
735,916000,1,7,남성,36,인천,both
20,910600,4,15,남성,34,수원,both
1045,908400,5,10,여성,36,광주,both
667,907800,3,11,남성,23,대구,both
884,907600,4,13,남성,34,용인,both
946,906800,3,11,남성,38,창원,both
799,899200,1,8,여성,44,서울,both
1101,899200,6,15,남성,48,인천,both
33,897100,3,10,남성,37,광주,both
247,892100,4,10,여성,33,울산,both
710,891000,5,16,남성,49,수원,both
958,886700,5,17,여성,50,대구,both
454,886600,2,14,남성,19,울산,both
422,881300,2,16,여성,32,부산,both
124,876700,4,9,남성,28,대전,both
902,874300,3,12,남성,19,대구,both
1011,870200,7,14,남성,44,서울,both
992,867200,5,22,남성,43,광주,both
488,865600,4,13,여성,51,서울,both
197,865100,3,11,남성,49,용인,both
757,861600,2,10,여성,50,서울,both
610,856200,2,10,여성,54,고양,both
965,853800,2,7,여성,33,인천,both
140,848300,6,11,여성,34,성남,both
782,847100,4,11,남성,62,창원,both
776,846200,2,6,남성,18,광주,both
980,840100,1,9,남성,43,광주,both
382,837600,2,8,남성,35,서울,both
238,834300,4,12,남성,58,수원,both
1050,828500,4,23,남성,42,울산,both
182,828400,3,15,여성,57,성남,both
535,819800,3,15,여성,40,부산,both
181,816300,2,5,여성,20,광주,both
388,812000,3,14,남성,52,성남,both
